,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM),구매자지역(BUYER_AREA),구매자_시도명(B_SIDO_NM),구매자_시군구명(B_SIGNGU_NM),구매자_읍면동명(B_EMD_NM)
2001,201809,1,7,4,179,18,110000,,,,,,,E,가정용품 및 가사 서비스,11140635.0,서울특별시,중구,약수동
2002,201805,2,3,5,5,2,1000,,,,,,,J,교육,11380632.0,서울특별시,은평구,신사제2동
2003,201901,1,6,4,331,681,23000,,,,,,,B,주류 및 담배,11215830.0,서울특별시,광진구,자양제2동
2004,201802,1,6,1,9,1,22000,,,,,,,B,주류 및 담배,11140635.0,서울특별시,중구,약수동
2005,201909,2,7,2,18,4,5246000,,,,,,,L,기타 상품 및 서비스,11350710.0,서울특별시,노원구,상계9동
2006,201811,2,6,5,1,14,103000,,,,,,,A,식료품 및 비주류음료,11590630.0,서울특별시,동작구,사당제2동
2007,201804,1,4,4,3,1,31000,,,,,,,A,식료품 및 비주류음료,11260630.0,서울특별시,중랑구,묵제2동
2008,201811,2,3,4,3,200,220000,,,,,,,E,가정용품 및 가사 서비스,11530760.0,서울특별시,구로구,개봉제3동
2009,201806,1,4,6,3,9,293000,,,,,,,E,가정용품 및 가사 서비스,11500560.0,서울특별시,강서구,화곡제3동
2010,201812,1,4,3,2,4,40000,,,,,,,L,기타 상품 및 서비스,11560680.0,서울특별시,영등포구,신길제6동
2011,201809,1,3,4,7,25,1047000,,,,,,,B,주류 및 담배,11170560.0,서울특별시,용산구,원효로제1동
2012,201812,2,7,3,10,2,94000,,,,,,,F,보건,11110710.0,서울특별시,종로구,숭인제2동
2013,201901,1,5,2,59,7,187000,,,,,,,B,주류 및 담배,11530720.0,서울특별시,구로구,고척제1동
2014,201804,1,5,4,1,73,100000,,,,,,,L,기타 상품 및 서비스,11140670.0,서울특별시,중구,황학동
2015,201901,1,3,3,3,2,1000,,,,,,,A,식료품 및 비주류음료,11530540.0,서울특별시,구로구,구로제3동
2016,201803,2,7,3,1,209,10000,,,,,,,C,의류 및 신발,11140550.0,서울특별시,중구,명동
2017,201909,1,5,3,1,43,14000,,,,,,,L,기타 상품 및 서비스,11440655.0,서울특별시,마포구,서강동
2018,201808,1,4,6,15,11,12000,,,,,,,I,오락 및 문화,11200560.0,서울특별시,성동구,행당제1동
2019,201909,1,3,3,288,53,127000,,,,,,,E,가정용품 및 가사 서비스,11320690.0,서울특별시,도봉구,방학제1동
2020,201804,1,6,5,2,260,965000,,,,,,,E,가정용품 및 가사 서비스,11560620.0,서울특별시,영등포구,양평제2동
2021,201911,1,1,6,336,186,1203000,,,,,,,A,식료품 및 비주류음료,11410655.0,서울특별시,서대문구,홍제제2동
2022,201805,2,3,5,19,7,19000,,,,,,,J,교육,11680610.0,서울특별시,강남구,대치2동
2023,201903,1,5,5,10,19,627000,,,,,,,A,식료품 및 비주류음료,11680610.0,서울특별시,강남구,대치2동
2024,201802,1,5,6,1,6,39000,,,,,,,E,가정용품 및 가사 서비스,11290575.0,서울특별시,성북구,동선동
2025,201907,1,2,2,337,497,2689000,,,,,,,E,가정용품 및 가사 서비스,11710580.0,서울특별시,송파구,송파1동
2026,201803,1,6,3,20,37,150000,,,,,,,A,식료품 및 비주류음료,11620665.0,서울특별시,관악구,서림동
2027,201907,2,3,2,5,106,2000,,,,,,,E,가정용품 및 가사 서비스,11680656.0,서울특별시,강남구,도곡2동
2028,201902,1,7,5,4,16,1000,,,,,,,A,식료품 및 비주류음료,11740650.0,서울특별시,강동구,성내제2동
2029,201907,2,1,4,1,4,420000,,,,,,,B,주류 및 담배,11200615.0,서울특별시,성동구,금호2.3가동
2030,201803,2,6,2,5,57,10000,,,,,,,L,기타 상품 및 서비스,11620745.0,서울특별시,관악구,삼성동
2031,201812,1,6,6,2,5,76000,,,,,,,B,주류 및 담배,11560585.0,서울특별시,영등포구,도림동
2032,201801,1,5,4,305,32,249000,,,,,,,A,식료품 및 비주류음료,11440680.0,서울특별시,마포구,합정동
2033,201904,1,5,6,1,569,27000,,,,,,,L,기타 상품 및 서비스,11710647.0,서울특별시,송파구,위례동
2034,201803,2,4,3,10,65,5000,,,,,,,C,의류 및 신발,11680700.0,서울특별시,강남구,세곡동
2035,201911,2,2,3,44,10,133000,,,,,,,A,식료품 및 비주류음료,11620695.0,서울특별시,관악구,신림동
2036,201806,1,2,2,57,18,7000,,,,,,,C,의류 및 신발,11680610.0,서울특별시,강남구,대치2동
2037,201901,1,5,5,2,24,10000,,,,,,,L,기타 상품 및 서비스,11650620.0,서울특별시,서초구,방배3동
2038,201910,1,4,6,13,4,15000,,,,,,,A,식료품 및 비주류음료,11710590.0,서울특별시,송파구,송파2동
2039,201907,1,2,5,1,27,1520000,,,,,,,B,주류 및 담배,11680531.0,서울특별시,강남구,논현2동
2040,201807,1,3,6,2,2,5774000,,,,,,,I,오락 및 문화,11305620.0,서울특별시,강북구,수유2동
2041,201809,1,5,4,1,62,95000,,,,,,,J,교육,11650620.0,서울특별시,서초구,방배3동
2042,201903,2,4,6,8,3,18000,,,,,,,J,교육,11710531.0,서울특별시,송파구,거여1동
2043,201910,1,3,3,4,1,47000,,,,,,,B,주류 및 담배,11500615.0,서울특별시,강서구,우장산동
2044,201912,2,3,3,2,1,109000,,,,,,,B,주류 및 담배,11350700.0,서울특별시,노원구,상계8동
2045,201911,1,5,2,1,4,36000,,,,,,,E,가정용품 및 가사 서비스,11110710.0,서울특별시,종로구,숭인제2동
2046,201910,1,3,6,7,22,5000,,,,,,,G,교통,11320680.0,서울특별시,도봉구,쌍문제3동
2047,201805,1,6,6,32,41,38000,,,,,,,L,기타 상품 및 서비스,11710610.0,서울특별시,송파구,삼전동
2048,201903,2,5,5,98,2,18000,,,,,,,B,주류 및 담배,11290760.0,서울특별시,성북구,장위제1동
2049,201810,1,3,1,1,2,15000,,,,,,,I,오락 및 문화,11290780.0,서울특별시,성북구,장위제3동
2050,201809,1,2,4,1,4,179000,,,,,,,A,식료품 및 비주류음료,11590530.0,서울특별시,동작구,상도제1동
2051,201905,1,4,4,5,1,40000,,,,,,,L,기타 상품 및 서비스,11350619.0,서울특별시,노원구,중계본동
2052,201904,1,4,4,7,16,1632000,,,,,,,B,주류 및 담배,11650581.0,서울특별시,서초구,반포4동
2053,201906,1,3,5,49,3,1138000,,,,,,,I,오락 및 문화,11110530.0,서울특별시,종로구,사직동
2054,201812,2,4,3,10,1,109000,,,,,,,B,주류 및 담배,11410565.0,서울특별시,서대문구,충현동
2055,201803,2,5,5,7,4,2000,,,,,,,E,가정용품 및 가사 서비스,11230740.0,서울특별시,동대문구,이문제1동
2056,201906,2,7,3,1,1,24000,,,,,,,A,식료품 및 비주류음료,11350570.0,서울특별시,노원구,월계2동
2057,201904,2,3,3,84,7,52000,,,,,,,J,교육,11440555.0,서울특별시,마포구,아현동
2058,201906,2,5,6,51,17,5000,,,,,,,E,가정용품 및 가사 서비스,11290590.0,서울특별시,성북구,돈암제2동
2059,201806,1,4,5,8,204,18000,,,,,,,E,가정용품 및 가사 서비스,11410720.0,서울특별시,서대문구,북가좌제2동
2060,201804,1,1,1,42,158,1664000,,,,,,,L,기타 상품 및 서비스,11200660.0,서울특별시,성동구,성수1가제2동
2061,201906,2,6,6,2,3,262000,,,,,,,J,교육,11320680.0,서울특별시,도봉구,쌍문제3동
2062,201801,1,6,3,8,435,13000,,,,,,,B,주류 및 담배,11410565.0,서울특별시,서대문구,충현동
2063,201803,1,4,4,2,32,1055000,,,,,,,E,가정용품 및 가사 서비스,11380551.0,서울특별시,은평구,갈현제1동
2064,201903,2,4,4,18,87,270000,,,,,,,L,기타 상품 및 서비스,11650530.0,서울특별시,서초구,서초3동
2065,201804,2,7,3,14,2,10000,,,,,,,E,가정용품 및 가사 서비스,11500611.0,서울특별시,강서구,발산제1동
2066,201907,2,3,3,1,2,1890000,,,,,,,E,가정용품 및 가사 서비스,11500530.0,서울특별시,강서구,등촌제2동
2067,201911,2,6,6,1,1,256000,,,,,,,L,기타 상품 및 서비스,11500630.0,서울특별시,강서구,방화제1동
2068,201901,2,7,4,18,15,80000,,,,,,,A,식료품 및 비주류음료,11200580.0,서울특별시,성동구,응봉동
2069,201803,2,3,5,1,3,40000,,,,,,,B,주류 및 담배,11200790.0,서울특별시,성동구,용답동
2070,201807,1,3,3,32,73,10000,,,,,,,A,식료품 및 비주류음료,11350640.0,서울특별시,노원구,상계2동
2071,201901,2,6,4,1,9,37000,,,,,,,L,기타 상품 및 서비스,11230600.0,서울특별시,동대문구,답십리제1동
2072,201907,1,2,6,4,50,5000,,,,,,,A,식료품 및 비주류음료,11380631.0,서울특별시,은평구,신사제1동
2073,201906,2,2,4,1,9,5000,,,,,,,A,식료품 및 비주류음료,11410720.0,서울특별시,서대문구,북가좌제2동
2074,201805,2,5,5,1,4,1915000,,,,,,,J,교육,11140605.0,서울특별시,중구,을지로동
2075,201810,2,4,5,1,423,1000,,,,,,,E,가정용품 및 가사 서비스,11500640.0,서울특별시,강서구,방화제2동
2076,201901,2,6,4,2,626,77000,,,,,,,E,가정용품 및 가사 서비스,11230705.0,서울특별시,동대문구,청량리동
2077,201802,2,1,2,1,31,32000,,,,,,,I,오락 및 문화,11440690.0,서울특별시,마포구,망원제1동
2078,201902,1,4,4,3,3,28000,,,,,,,E,가정용품 및 가사 서비스,11470640.0,서울특별시,양천구,신정3동
2079,201901,2,6,2,572,2,65000,,,,,,,E,가정용품 및 가사 서비스,11170560.0,서울특별시,용산구,원효로제1동
2080,201812,2,3,3,2,15,892000,,,,,,,E,가정용품 및 가사 서비스,11650610.0,서울특별시,서초구,방배2동
2081,201807,1,3,6,2,71,1182000,,,,,,,J,교육,11590680.0,서울특별시,동작구,신대방제2동
2082,201908,1,3,3,254,12,1715000,,,,,,,B,주류 및 담배,11500603.0,서울특별시,강서구,가양제1동
2083,201902,2,2,4,111,1,155000,,,,,,,I,오락 및 문화,11380551.0,서울특별시,은평구,갈현제1동
2084,201802,2,7,6,4,2,259000,,,,,,,J,교육,11710580.0,서울특별시,송파구,송파1동
2085,201902,2,3,5,2,35,1054000,,,,,,,E,가정용품 및 가사 서비스,11350619.0,서울특별시,노원구,중계본동
2086,201803,2,4,3,90,1,47000,,,,,,,C,의류 및 신발,11380552.0,서울특별시,은평구,갈현제2동
2087,201812,2,2,3,11,2,2000,,,,,,,F,보건,11380530.0,서울특별시,은평구,불광제2동
2088,201907,2,6,2,4,1,34000,,,,,,,E,가정용품 및 가사 서비스,11200560.0,서울특별시,성동구,행당제1동
2089,201802,2,2,4,8,2,171000,,,,,,,A,식료품 및 비주류음료,11530730.0,서울특별시,구로구,고척제2동
2090,201909,2,2,3,2,22,14000,,,,,,,A,식료품 및 비주류음료,11320670.0,서울특별시,도봉구,쌍문제2동
2091,201807,1,6,5,96,1,270000,,,,,,,B,주류 및 담배,11620605.0,서울특별시,관악구,은천동
2092,201806,2,5,6,23,11,42000,,,,,,,A,식료품 및 비주류음료,11320512.0,서울특별시,도봉구,창제2동
2093,201905,2,1,6,17,12,273000,,,,,,,B,주류 및 담배,11545620.0,서울특별시,금천구,독산제2동
2094,201807,2,6,4,3,50,151000,,,,,,,J,교육,11710641.0,서울특별시,송파구,문정1동
2095,201810,2,5,4,2,7,1000,,,,,,,A,식료품 및 비주류음료,11440680.0,서울특별시,마포구,합정동
2096,201901,2,7,5,23,4,5000,,,,,,,A,식료품 및 비주류음료,11545640.0,서울특별시,금천구,독산제4동
2097,201810,1,6,5,21,60,30178000,,,,,,,L,기타 상품 및 서비스,11470540.0,서울특별시,양천구,목4동
2098,201912,2,4,3,2,42,203000,,,,,,,E,가정용품 및 가사 서비스,11470640.0,서울특별시,양천구,신정3동
2099,201904,1,3,6,4,123,3729000,,,,,,,B,주류 및 담배,11740560.0,서울특별시,강동구,고덕제2동
2100,201905,2,3,3,5,1,1814000,,,,,,,B,주류 및 담배,11140540.0,서울특별시,중구,회현동
2101,201808,1,6,4,7,3,4525000,,,,,,,I,오락 및 문화,11215750.0,서울특별시,광진구,중곡제2동
2102,201812,2,2,3,3,26,64000,,,,,,,L,기타 상품 및 서비스,11680521.0,서울특별시,강남구,논현1동
2103,201810,2,5,3,14,6,5000,,,,,,,E,가정용품 및 가사 서비스,11620615.0,서울특별시,관악구,중앙동
2104,201801,2,2,2,7,951,525000,,,,,,,I,오락 및 문화,11230660.0,서울특별시,동대문구,장안제2동
2105,201804,2,6,6,1,2,124000,,,,,,,E,가정용품 및 가사 서비스,11380631.0,서울특별시,은평구,신사제1동
2106,201808,2,2,4,49,3,14000,,,,,,,B,주류 및 담배,11170690.0,서울특별시,용산구,서빙고동
2107,201905,1,6,2,94,1,66000,,,,,,,A,식료품 및 비주류음료,11215810.0,서울특별시,광진구,광장동
2108,201807,1,3,6,186,311,156000,,,,,,,L,기타 상품 및 서비스,11440740.0,서울특별시,마포구,상암동
2109,201904,2,2,5,1,18,2000,,,,,,,I,오락 및 문화,11500593.0,서울특별시,강서구,화곡제8동
2110,201802,1,3,6,1,4,9094000,,,,,,,A,식료품 및 비주류음료,11500560.0,서울특별시,강서구,화곡제3동
2111,201909,2,7,6,1,28,11924000,,,,,,,B,주류 및 담배,11410710.0,서울특별시,서대문구,북가좌제1동
2112,201906,1,3,3,1,2,11000,,,,,,,F,보건,11590560.0,서울특별시,동작구,상도제4동
2113,201811,1,4,5,1,5,787000,,,,,,,E,가정용품 및 가사 서비스,11620775.0,서울특별시,관악구,난곡동
2114,201907,2,2,5,4,4,95000,,,,,,,L,기타 상품 및 서비스,11350619.0,서울특별시,노원구,중계본동
2115,201908,2,3,3,14,2,351000,,,,,,,A,식료품 및 비주류음료,11290810.0,서울특별시,성북구,석관동
2116,201804,1,2,6,1,2,55000,,,,,,,G,교통,11320512.0,서울특별시,도봉구,창제2동
2117,201812,2,3,5,1,26,503000,,,,,,,E,가정용품 및 가사 서비스,11650600.0,서울특별시,서초구,방배1동
2118,201909,2,5,5,1,1,138000,,,,,,,C,의류 및 신발,11350710.0,서울특별시,노원구,상계9동
2119,201911,1,5,4,10,4,73000,,,,,,,B,주류 및 담배,11680655.0,서울특별시,강남구,도곡1동
2120,201810,2,4,6,5,2,90000,,,,,,,E,가정용품 및 가사 서비스,11410655.0,서울특별시,서대문구,홍제제2동
2121,201904,1,3,4,8,7,55000,,,,,,,C,의류 및 신발,11230730.0,서울특별시,동대문구,휘경제2동
2122,201807,1,5,2,2,2,116000,,,,,,,B,주류 및 담배,11200570.0,서울특별시,성동구,행당제2동
2123,201807,2,3,5,8,1,91000,,,,,,,J,교육,11740540.0,서울특별시,강동구,명일제2동
2124,201910,2,3,4,6,1,18000,,,,,,,F,보건,11110560.0,서울특별시,종로구,평창동
2125,201912,2,5,5,3,7,22000,,,,,,,J,교육,11200660.0,서울특별시,성동구,성수1가제2동
2126,201905,2,4,5,201,10,15000,,,,,,,J,교육,11530720.0,서울특별시,구로구,고척제1동
2127,201803,1,7,4,16,13,976000,,,,,,,B,주류 및 담배,11710632.0,서울특별시,송파구,가락2동
2128,201911,1,3,2,11,1,8000,,,,,,,E,가정용품 및 가사 서비스,11215840.0,서울특별시,광진구,자양제3동
2129,201803,2,5,5,14,30,18000,,,,,,,L,기타 상품 및 서비스,11230560.0,서울특별시,동대문구,전농제1동
2130,201801,1,5,5,2,11,106000,,,,,,,L,기타 상품 및 서비스,11650560.0,서울특별시,서초구,반포1동
2131,201803,1,3,6,12,10,2000,,,,,,,A,식료품 및 비주류음료,11170510.0,서울특별시,용산구,후암동
2132,201902,2,6,4,2,38,363000,,,,,,,B,주류 및 담배,11560700.0,서울특별시,영등포구,대림제1동
2133,201805,1,4,3,1,1,25000,,,,,,,L,기타 상품 및 서비스,11470600.0,서울특별시,양천구,신월5동
2134,201901,1,5,3,8,3,37000,,,,,,,G,교통,11170510.0,서울특별시,용산구,후암동
2135,201907,2,5,2,12,42,12000,,,,,,,I,오락 및 문화,11170685.0,서울특별시,용산구,한남동
2136,201903,1,6,6,17,1,13000,,,,,,,I,오락 및 문화,11110690.0,서울특별시,종로구,창신제3동
2137,201905,2,6,4,4,5,96000,,,,,,,F,보건,11215730.0,서울특별시,광진구,군자동
2138,201905,1,3,5,1,256,16000,,,,,,,L,기타 상품 및 서비스,11200520.0,서울특별시,성동구,왕십리제2동
2139,201802,1,2,5,2,1,23000,,,,,,,L,기타 상품 및 서비스,11380530.0,서울특별시,은평구,불광제2동
2140,201901,2,2,3,31,14,1699000,,,,,,,A,식료품 및 비주류음료,11590680.0,서울특별시,동작구,신대방제2동
2141,201911,2,5,3,75,2,306000,,,,,,,L,기타 상품 및 서비스,11350720.0,서울특별시,노원구,상계10동
2142,201801,2,4,3,1,21,7000,,,,,,,J,교육,11260570.0,서울특별시,중랑구,면목제7동
2143,201806,2,2,2,303,20,68000,,,,,,,J,교육,11680690.0,서울특별시,강남구,개포4동
2144,201811,2,4,3,42,1,282000,,,,,,,L,기타 상품 및 서비스,11305606.0,서울특별시,강북구,번3동
2145,201905,2,7,4,54,7,44000,,,,,,,G,교통,11650510.0,서울특별시,서초구,서초1동
2146,201804,2,4,3,1,49,272000,,,,,,,E,가정용품 및 가사 서비스,11620765.0,서울특별시,관악구,미성동
2147,201906,2,2,3,107,2,32000,,,,,,,B,주류 및 담배,11140615.0,서울특별시,중구,신당동
2148,201901,2,6,3,25,18,10000,,,,,,,C,의류 및 신발,11410640.0,서울특별시,서대문구,홍제제3동
2149,201912,1,4,4,10,1,231000,,,,,,,B,주류 및 담배,11305610.0,서울특별시,강북구,수유1동
2150,201907,1,2,3,3,5,170000,,,,,,,J,교육,11500605.0,서울특별시,강서구,가양제3동
2151,201911,2,3,3,1,27,624000,,,,,,,G,교통,11530760.0,서울특별시,구로구,개봉제3동
2152,201906,1,5,5,1,936,1000,,,,,,,L,기타 상품 및 서비스,11710510.0,서울특별시,송파구,풍납1동
2153,201809,2,7,1,42,35,305000,,,,,,,A,식료품 및 비주류음료,11170690.0,서울특별시,용산구,서빙고동
2154,201903,1,1,4,1,2,12000,,,,,,,J,교육,11680660.0,서울특별시,강남구,개포1동
2155,201902,2,2,4,19,14,22000,,,,,,,L,기타 상품 및 서비스,11590680.0,서울특별시,동작구,신대방제2동
2156,201909,1,4,5,7,55,108000,,,,,,,L,기타 상품 및 서비스,11200590.0,서울특별시,성동구,금호1가동
2157,201910,1,7,3,5,28,6421000,,,,,,,A,식료품 및 비주류음료,11260550.0,서울특별시,중랑구,면목제5동
2158,201901,2,1,4,9,437,882000,,,,,,,E,가정용품 및 가사 서비스,11215847.0,서울특별시,광진구,자양제4동
2159,201906,1,4,3,6,7,169000,,,,,,,L,기타 상품 및 서비스,11200690.0,서울특별시,성동구,성수2가제3동
2160,201803,1,5,5,1,30,48000,,,,,,,L,기타 상품 및 서비스,11500615.0,서울특별시,강서구,우장산동
2161,201806,2,3,3,2,86,91000,,,,,,,B,주류 및 담배,11410620.0,서울특별시,서대문구,홍제제1동
2162,201911,1,4,6,1,6,170000,,,,,,,E,가정용품 및 가사 서비스,11350640.0,서울특별시,노원구,상계2동
2163,201907,2,6,6,1,105,459000,,,,,,,A,식료품 및 비주류음료,11710642.0,서울특별시,송파구,문정2동
2164,201812,1,4,5,88,89,122000,,,,,,,A,식료품 및 비주류음료,11545680.0,서울특별시,금천구,시흥제2동
2165,201810,1,2,6,46,6,1000,,,,,,,B,주류 및 담배,11500510.0,서울특별시,강서구,염창동
2166,201911,1,6,5,91,4,8000,,,,,,,E,가정용품 및 가사 서비스,11110540.0,서울특별시,종로구,삼청동
2167,201808,2,4,5,22,4,5000,,,,,,,A,식료품 및 비주류음료,11680690.0,서울특별시,강남구,개포4동
2168,201909,2,4,2,139,17,33000,,,,,,,A,식료품 및 비주류음료,11620525.0,서울특별시,관악구,보라매동
2169,201908,1,2,4,22,112,20000,,,,,,,C,의류 및 신발,11470630.0,서울특별시,양천구,신정2동
2170,201812,2,5,3,2,6,620000,,,,,,,L,기타 상품 및 서비스,11410565.0,서울특별시,서대문구,충현동
2171,201908,2,5,3,1,1,88000,,,,,,,I,오락 및 문화,11590651.0,서울특별시,동작구,사당제5동
2172,201806,2,3,3,1304,14,93000,,,,,,,I,오락 및 문화,11500510.0,서울특별시,강서구,염창동
2173,201812,2,3,5,4,11,22000,,,,,,,E,가정용품 및 가사 서비스,11530770.0,서울특별시,구로구,오류제1동
2174,201811,2,5,6,53,3,1000,,,,,,,E,가정용품 및 가사 서비스,11230705.0,서울특별시,동대문구,청량리동
2175,201909,2,4,2,52,59,1000,,,,,,,I,오락 및 문화,11170520.0,서울특별시,용산구,용산2가동
2176,201807,2,4,3,2,24,63000,,,,,,,E,가정용품 및 가사 서비스,11215780.0,서울특별시,광진구,능동
2177,201810,2,4,4,11,136,12066000,,,,,,,A,식료품 및 비주류음료,11530595.0,서울특별시,구로구,가리봉동
2178,201805,2,4,2,1,2,75000,,,,,,,B,주류 및 담배,11650620.0,서울특별시,서초구,방배3동
2179,201910,2,3,3,2,14,56000,,,,,,,G,교통,11305610.0,서울특별시,강북구,수유1동
2180,201902,2,3,3,9,74,63000,,,,,,,A,식료품 및 비주류음료,11410555.0,서울특별시,서대문구,북아현동
2181,201810,2,7,2,194,234,30000,,,,,,,E,가정용품 및 가사 서비스,11530790.0,서울특별시,구로구,수궁동
2182,201907,1,3,4,3,4,77000,,,,,,,I,오락 및 문화,11440680.0,서울특별시,마포구,합정동
2183,201910,2,4,5,5,4,9000,,,,,,,E,가정용품 및 가사 서비스,11590540.0,서울특별시,동작구,상도제2동
2184,201812,2,2,5,3,1,332000,,,,,,,E,가정용품 및 가사 서비스,11500510.0,서울특별시,강서구,염창동
2185,201808,1,6,5,1,18,2000,,,,,,,B,주류 및 담배,11680510.0,서울특별시,강남구,신사동
2186,201810,1,7,4,7,294,697000,,,,,,,B,주류 및 담배,11680510.0,서울특별시,강남구,신사동
2187,201903,1,6,3,17,1,161000,,,,,,,B,주류 및 담배,11740530.0,서울특별시,강동구,명일제1동
2188,201910,2,7,4,9,1,27000,,,,,,,J,교육,11710610.0,서울특별시,송파구,삼전동
2189,201811,2,6,5,3,18,6000,,,,,,,E,가정용품 및 가사 서비스,11740550.0,서울특별시,강동구,고덕제1동
2190,201803,1,4,3,2,29,34000,,,,,,,E,가정용품 및 가사 서비스,11350624.0,서울특별시,노원구,중계4동
2191,201806,2,2,4,9,3,29000,,,,,,,G,교통,11500615.0,서울특별시,강서구,우장산동
2192,201811,1,1,3,17,28,1000,,,,,,,E,가정용품 및 가사 서비스,11620685.0,서울특별시,관악구,신사동
2193,201808,1,4,4,1,2,700000,,,,,,,E,가정용품 및 가사 서비스,11680630.0,서울특별시,강남구,대치4동
2194,201805,2,4,3,2,34,138000,,,,,,,L,기타 상품 및 서비스,11380530.0,서울특별시,은평구,불광제2동
2195,201910,1,5,6,46,15,99000,,,,,,,L,기타 상품 및 서비스,11680730.0,서울특별시,강남구,일원1동
2196,201801,1,3,5,27,34,64000,,,,,,,E,가정용품 및 가사 서비스,11350720.0,서울특별시,노원구,상계10동
2197,201910,1,2,5,1,57,8000,,,,,,,A,식료품 및 비주류음료,11410615.0,서울특별시,서대문구,연희동
2198,201908,2,5,1,3,7,35000,,,,,,,B,주류 및 담배,11110600.0,서울특별시,종로구,가회동
2199,201805,2,5,2,2,1,10000,,,,,,,L,기타 상품 및 서비스,11380530.0,서울특별시,은평구,불광제2동
2200,201904,1,5,2,2,7,209000,,,,,,,E,가정용품 및 가사 서비스,11500535.0,서울특별시,강서구,등촌제3동
2201,201901,1,5,3,460,2,19000,,,,,,,B,주류 및 담배,11320710.0,서울특별시,도봉구,방학제3동
2202,201802,1,5,3,259,1776,142000,,,,,,,L,기타 상품 및 서비스,11710550.0,서울특별시,송파구,마천2동
2203,201805,1,6,3,3,4,36000,,,,,,,B,주류 및 담배,11470630.0,서울특별시,양천구,신정2동
2204,201910,2,3,3,2,1,5536000,,,,,,,E,가정용품 및 가사 서비스,11305590.0,서울특별시,강북구,번1동
2205,201901,2,4,4,1,38,797000,,,,,,,G,교통,11410620.0,서울특별시,서대문구,홍제제1동
2206,201806,2,3,5,6,35,40000,,,,,,,A,식료품 및 비주류음료,11320511.0,서울특별시,도봉구,창제1동
2207,201905,2,4,1,28,14,15000,,,,,,,A,식료품 및 비주류음료,11530540.0,서울특별시,구로구,구로제3동
2208,201805,2,6,2,10,15,36000,,,,,,,L,기타 상품 및 서비스,11140680.0,서울특별시,중구,중림동
2209,201803,1,5,3,104,258,472000,,,,,,,A,식료품 및 비주류음료,11650530.0,서울특별시,서초구,서초3동
2210,201906,2,3,3,1,2,36000,,,,,,,A,식료품 및 비주류음료,11215710.0,서울특별시,광진구,화양동
2211,201908,2,3,4,173,10,770000,,,,,,,A,식료품 및 비주류음료,11500530.0,서울특별시,강서구,등촌제2동
2212,201904,2,6,3,3,70,173000,,,,,,,E,가정용품 및 가사 서비스,11680690.0,서울특별시,강남구,개포4동
2213,201806,1,4,2,156,4,100000,,,,,,,E,가정용품 및 가사 서비스,11380520.0,서울특별시,은평구,불광제1동
2214,201909,1,5,3,12,1,3000,,,,,,,L,기타 상품 및 서비스,11680700.0,서울특별시,강남구,세곡동
2215,201904,2,4,3,2,6,11000,,,,,,,A,식료품 및 비주류음료,11380552.0,서울특별시,은평구,갈현제2동
2216,201911,1,5,3,8,2,373000,,,,,,,J,교육,11410710.0,서울특별시,서대문구,북가좌제1동
2217,201904,2,6,5,10,1,21000,,,,,,,G,교통,11710531.0,서울특별시,송파구,거여1동
2218,201909,2,7,6,4,1,642000,,,,,,,A,식료품 및 비주류음료,11305590.0,서울특별시,강북구,번1동
2219,201803,2,6,5,17,26,232000,,,,,,,L,기타 상품 및 서비스,11680630.0,서울특별시,강남구,대치4동
2220,201803,1,4,3,6,6,501000,,,,,,,B,주류 및 담배,11215820.0,서울특별시,광진구,자양제1동
2221,201801,1,3,4,12,144,12000,,,,,,,I,오락 및 문화,11740700.0,서울특별시,강동구,둔촌제2동
2222,201812,1,3,1,1,9,101000,,,,,,,C,의류 및 신발,11170555.0,서울특별시,용산구,청파동
2223,201801,1,3,5,5,6,547000,,,,,,,C,의류 및 신발,11440585.0,서울특별시,마포구,도화동
2224,201801,2,4,5,10,2,272000,,,,,,,B,주류 및 담배,11380552.0,서울특별시,은평구,갈현제2동
2225,201810,1,7,3,3,73,10000,,,,,,,B,주류 및 담배,11350560.0,서울특별시,노원구,월계1동
2226,201808,2,7,2,1,9,23000,,,,,,,J,교육,11350720.0,서울특별시,노원구,상계10동
2227,201912,2,5,3,25,9,6000,,,,,,,F,보건,11215730.0,서울특별시,광진구,군자동
2228,201809,1,7,4,3,36,1105000,,,,,,,L,기타 상품 및 서비스,11530780.0,서울특별시,구로구,오류제2동
2229,201906,1,2,6,15,36,23000,,,,,,,I,오락 및 문화,11380690.0,서울특별시,은평구,진관동
2230,201811,1,3,6,65,152,28000,,,,,,,A,식료품 및 비주류음료,11680655.0,서울특별시,강남구,도곡1동
2231,201805,2,5,6,30,21,13000,,,,,,,I,오락 및 문화,11350570.0,서울특별시,노원구,월계2동
2232,201904,2,5,4,82,130,93000,,,,,,,L,기타 상품 및 서비스,11320514.0,서울특별시,도봉구,창제4동
2233,201901,2,4,3,19,1075,3000,,,,,,,B,주류 및 담배,11410565.0,서울특별시,서대문구,충현동
